,CustomerID,InvoiceNo,Total_price,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,InvoiceDate
9399,15289,561100,322.5300000000001,126.60000000000001,60.60000000000001,117.47999999999999,0.0,17.85,2011-07-25 11:01:00.000001024
9401,15290,539047,219.6,74.4,30.599999999999998,69.6,45.0,0.0,2010-12-15 16:03:00.000000000
9402,15290,540998,289.5,40.8,61.199999999999996,171.6,0.0,15.9,2011-01-13 10:04:00.000000000
9403,15290,541228,45.0,0.0,0.0,45.0,0.0,0.0,2011-01-14 16:29:00.000000000
9404,15290,544352,298.73,30.479999999999997,70.80000000000001,145.54999999999995,15.0,36.9,2011-02-18 10:16:00.000000000
9405,15290,545855,246.30000000000004,40.8,81.3,79.19999999999999,45.0,0.0,2011-03-07 13:52:00.000000000
9406,15290,548170,280.85,40.8,35.400000000000006,46.8,60.0,97.85,2011-03-29 13:53:00.000000000
9407,15290,550798,290.4,20.4,170.7,39.599999999999994,0.0,59.699999999999996,2011-04-20 14:41:00.000000000
9408,15290,554040,362.19000000000005,71.4,53.10000000000001,187.89,49.8,0.0,2011-05-20 14:35:00.000000000
9409,15290,558873,457.3,93.60000000000001,60.60000000000001,178.5,74.7,49.9,2011-07-04 13:28:00.000000000
9410,15290,562202,526.22,0.0,136.8,318.02,39.6,31.8,2011-08-03 12:32:59.999999744
9411,15290,564373,341.1,0.0,35.400000000000006,178.0,59.7,68.0,2011-08-25 09:56:00.000000000
9412,15290,564714,35.400000000000006,0.0,35.400000000000006,0.0,0.0,0.0,2011-08-28 10:54:00.000000000
9413,15290,567639,1067.28,122.39999999999999,236.7,486.97999999999996,139.5,81.7,2011-09-21 14:06:59.999999488
9419,15291,536376,328.8,0.0,163.2,0.0,165.60000000000002,0.0,2010-12-01 09:32:00.000000000
9420,15291,539335,320.1,0.0,0.0,51.0,0.0,269.1,2010-12-17 10:32:00.000000000
9421,15291,540986,408.2899999999999,10.4,0.0,117.28999999999999,45.8,234.8,2011-01-12 16:14:00.000000000
9422,15291,541436,315.0,0.0,0.0,45.0,0.0,270.0,2011-01-18 10:41:00.000000000
9423,15291,546310,330.59999999999997,10.2,0.0,87.6,0.0,232.8,2011-03-10 16:26:00.000000000
9424,15291,546782,232.40000000000003,0.0,0.0,41.4,72.60000000000001,118.40000000000002,2011-03-17 09:13:00.000000000
9425,15291,549046,303.4,20.4,0.0,14.5,0.0,268.5,2011-04-06 10:07:00.000000000
9426,15291,556470,301.41999999999996,20.8,0.0,96.32,95.0,89.30000000000001,2011-06-12 11:41:00.000000256
9427,15291,557325,325.26,0.0,0.0,191.76,0.0,133.5,2011-06-20 09:44:00.000000000
9428,15291,565668,378.75,0.0,0.0,360.0,0.0,18.75,2011-09-06 09:15:00.000000000
9432,15292,554114,180.93999999999997,18.64,22.25,68.05,24.3,47.7,2011-05-22 15:00:00.000000000
9433,15296,541280,1199.33,66.80999999999999,192.20000000000002,509.5200000000001,259.1,171.7,2011-01-17 11:57:00.000001536
9434,15296,552825,578.4799999999998,69.78,148.5,255.6,54.3,50.3,2011-05-11 13:17:59.999999232
9435,15296,556187,299.78000000000003,20.4,82.98,72.3,19.8,104.30000000000001,2011-06-09 11:48:59.999999744
9436,15296,557152,13.899999999999999,0.0,0.0,0.0,4.95,8.95,2011-06-17 11:06:00.000000000
9437,15296,564057,507.9999999999999,0.0,68.4,87.6,235.20000000000002,116.8,2011-08-22 14:20:00.000000000
9442,15298,537819,397.5999999999999,111.0,67.2,119.4,39.6,60.4,2010-12-08 13:55:00.000000000
9443,15298,540249,305.74,83.08,0.0,115.55999999999999,0.0,107.1,2011-01-05 16:00:00.000000000
9444,15298,541521,169.74,56.339999999999996,17.700000000000003,23.4,39.6,32.7,2011-01-19 09:45:00.000000000
9445,15298,547361,365.3599999999999,0.0,88.50000000000001,164.16,0.0,112.7,2011-03-22 12:30:59.999999744
9446,15298,555565,538.7600000000001,124.70000000000003,200.86000000000004,49.8,93.39999999999999,70.0,2011-06-05 15:06:00.000000512
9447,15298,565920,591.02,157.15999999999997,81.16000000000001,123.6,73.6,155.5,2011-09-08 08:56:00.000000000
9453,15299,536811,527.85,0.0,0.0,0.0,0.0,527.85,2010-12-02 16:51:00.000000000
9456,15301,537346,673.3700000000001,146.76,72.5,170.46,151.35000000000002,132.29999999999998,2010-12-06 12:21:00.000001024
9457,15301,551136,501.21999999999997,51.0,62.5,190.01999999999998,116.3,81.4,2011-04-26 13:05:00.000001024
9458,15301,553585,306.9100000000002,126.46000000000005,63.05,29.0,39.6,48.8,2011-05-18 10:41:00.000000768
9459,15301,555577,557.85,49.3,179.7,113.4,135.4,80.05,2011-06-05 15:53:00.000001024
9460,15301,555578,114.06,0.0,0.0,42.660000000000004,29.700000000000003,41.7,2011-06-05 15:54:00.000000000
9461,15301,557464,37.2,0.0,0.0,37.2,0.0,0.0,2011-06-20 13:06:00.000000000
9462,15301,560207,410.84999999999997,0.0,0.0,251.39999999999998,33.2,126.25,2011-07-15 13:57:00.000000256
9463,15301,563617,523.84,101.52000000000004,64.9,124.02,151.4,82.0,2011-08-18 09:45:00.000000768
9464,15301,568577,273.1,0.0,0.0,129.6,33.2,110.30000000000001,2011-09-28 09:40:59.999999744
9465,15301,568578,445.69000000000005,40.68,141.9,64.56,94.05,104.5,2011-09-28 09:42:59.999999488
9467,15303,544661,574.02,40.8,253.56000000000003,159.91,34.8,84.95,2011-02-22 13:58:59.999998976
9468,15304,537313,123.15,0.0,35.400000000000006,72.9,14.850000000000001,0.0,2010-12-06 11:42:00.000000000
9469,15304,545467,105.44999999999999,0.0,17.700000000000003,72.9,14.850000000000001,0.0,2011-03-03 09:39:00.000000000
9470,15304,547698,51.0,0.0,0.0,51.0,0.0,0.0,2011-03-24 16:30:00.000000000
9471,15304,550345,51.0,0.0,0.0,51.0,0.0,0.0,2011-04-18 09:06:00.000000000
9472,15304,551888,51.0,0.0,0.0,51.0,0.0,0.0,2011-05-05 09:29:00.000000000
9473,15304,558259,110.30000000000001,0.0,35.400000000000006,25.5,49.400000000000006,0.0,2011-06-28 08:19:00.000000000
9474,15304,566770,90.6,0.0,0.0,51.0,39.6,0.0,2011-09-15 08:55:00.000000000
9476,15306,560051,344.61999999999995,83.52,60.60000000000001,135.6,45.0,19.9,2011-07-14 15:22:00.000000000
9477,15306,566021,312.45,68.69999999999999,17.700000000000003,49.8,22.5,153.75,2011-09-08 12:47:00.000000000
9479,15307,565488,205.3,0.0,17.700000000000003,12.5,53.95,121.15,2011-09-05 11:38:00.000000000
9480,15308,546243,310.47,24.119999999999997,50.7,142.2,14.850000000000001,78.6,2011-03-10 13:08:00.000000000
9481,15311,536381,449.97999999999996,10.6,55.20000000000001,147.68,145.2,91.3,2010-12-01 09:41:00.000001024
9482,15311,537195,650.64,82.09,51.5,234.9,30.0,252.15,2010-12-05 13:54:59.999998976
9483,15311,537808,251.08999999999997,7.65,137.8,87.64000000000001,11.25,6.75,2010-12-08 13:23:00.000000000
9484,15311,538076,272.36,1.6500000000000001,8.850000000000001,238.71,8.7,14.45,2010-12-09 14:15:00.000000000
9485,15311,538651,280.94,10.2,24.15,8.34,34.75,203.5,2010-12-13 15:06:59.999999488
9486,15311,538857,152.4,0.0,68.35,34.75,15.8,33.5,2010-12-14 13:58:00.000000000
9487,15311,539247,228.5,5.1,48.2,31.449999999999996,0.0,143.75,2010-12-16 13:33:00.000000000
9488,15311,539641,134.14,4.25,2.1,31.69,0.0,96.10000000000001,2010-12-20 15:30:00.000000000
9489,15311,539982,256.61,0.0,11.350000000000001,15.909999999999998,51.900000000000006,177.45,2010-12-23 14:40:00.000000000
9490,15311,540157,1145.3300000000002,13.4,358.29999999999995,483.43,73.7,216.5,2011-01-05 11:41:00.000001280
9491,15311,540475,141.48000000000002,0.0,14.75,48.83,9.9,68.0,2011-01-07 14:43:00.000000000
9492,15311,540680,434.04,93.05,171.3,129.49,33.75,6.45,2011-01-10 16:24:00.000000000
9493,15311,540957,342.46000000000004,35.64,12.3,149.76000000000002,100.11,44.65,2011-01-12 13:30:00.000000768
9494,15311,541216,295.5799999999999,15.309999999999999,30.45,220.11999999999998,5.9,23.8,2011-01-14 13:52:00.000000000
9495,15311,541293,394.56999999999994,6.8,18.15,82.91,92.81,193.9,2011-01-17 13:38:59.999998976
9496,15311,541575,496.3799999999999,6.4,31.0,398.33,48.75,11.9,2011-01-19 13:21:00.000001024
9497,15311,541798,387.87,72.85,26.300000000000004,74.77000000000001,20.15,193.8,2011-01-21 14:17:00.000000000
9498,15311,542003,1368.38,0.0,560.6999999999999,171.12,510.66,125.9,2011-01-25 11:06:59.999999232
9499,15311,542409,305.25,11.049999999999999,14.75,98.05,0.0,181.4,2011-01-27 16:30:00.000000000
9500,15311,542890,1003.2299999999998,244.88000000000002,246.15000000000003,223.1,186.54999999999998,102.55,2011-02-01 13:25:00.000001536
9501,15311,543124,610.16,23.560000000000002,56.6,395.7,0.0,134.3,2011-02-03 14:14:59.999998976
9502,15311,543463,490.74999999999994,27.0,37.55,298.24,90.21000000000001,37.75,2011-02-08 14:05:59.999999488
9503,15311,543740,147.3,31.37,22.75,61.53,8.3,23.349999999999998,2011-02-11 13:36:00.000000000
9504,15311,544062,784.74,0.0,507.7,219.74,13.65,43.65,2011-02-15 13:18:59.999999232
9505,15311,544398,518.1999999999998,10.2,147.89999999999998,329.8,12.450000000000001,17.85,2011-02-18 12:26:59.999999232
9506,15311,544777,523.31,78.8,22.71,233.05,78.30000000000001,110.45000000000002,2011-02-23 12:00:00.000000000
9507,15311,545288,1297.9,165.4,207.45,570.05,14.0,341.0,2011-03-01 11:48:00.000000000
9508,15311,545653,935.54,93.24,574.45,113.74000000000001,94.81,59.3,2011-03-04 13:38:59.999998976
9509,15311,545991,896.71,74.85000000000001,83.77,498.38999999999993,37.550000000000004,202.15,2011-03-08 13:12:00.000000000
9510,15311,546384,673.4300000000001,129.32,67.1,153.51,29.05,294.45,2011-03-11 13:02:59.999999488
9511,15311,546528,2013.9100000000003,161.58,573.85,924.38,4.95,349.15,2011-03-14 13:04:00.000000000
9512,15311,548856,25.09,0.64,18.5,0.0,0.0,5.95,2011-04-04 13:26:00.000000000
9513,15311,548863,1713.740000000001,256.26,529.3199999999999,429.76,100.85,397.54999999999995,2011-04-04 13:57:00.000001280
9514,15311,549104,296.50000000000006,10.350000000000001,286.15000000000003,0.0,0.0,0.0,2011-04-06 11:43:00.000000000
9515,15311,549542,862.82,40.07000000000001,189.06,164.37,469.32000000000005,0.0,2011-04-10 11:10:59.999999232
9516,15311,550493,823.09,136.05,289.76,230.57,81.36,85.35,2011-04-18 14:50:00.000001024
9517,15311,551440,173.42999999999995,6.76,63.72000000000001,64.55,14.600000000000001,23.8,2011-04-28 15:29:00.000001024
9518,15311,551839,45.02,0.0,29.12,0.0,0.0,15.9,2011-05-04 13:34:00.000000000
9519,15311,552574,2685.090000000001,163.7,1232.28,1093.8999999999999,143.60999999999999,51.6,2011-05-10 12:20:00.000000000
9520,15311,553691,870.9200000000001,3.0,731.61,42.910000000000004,44.95,48.449999999999996,2011-05-18 14:08:00.000000000
9521,15311,554268,638.2400000000001,2.53,570.7700000000001,54.83999999999999,4.15,5.95,2011-05-23 12:58:59.999999232
9522,15311,554644,714.7700000000002,11.78,408.33000000000004,267.90999999999997,9.9,16.85,2011-05-25 12:34:00.000000256
9523,15311,554939,373.04,78.8,24.96,260.98,8.3,0.0,2011-05-27 13:49:00.000000256
9524,15311,555344,1541.9800000000002,3.82,1193.1100000000001,246.55,84.05000000000001,14.45,2011-06-02 11:45:00.000001024
9525,15311,555855,1906.88,308.16,822.3900000000001,481.21999999999997,133.41,161.70000000000002,2011-06-07 13:56:00.000000000
9526,15311,556572,149.2,72.0,2.95,0.0,0.0,74.25,2011-06-13 13:25:00.000000000
9527,15311,557225,411.48,0.85,2.08,277.15,66.0,65.4,2011-06-17 13:37:00.000000000
9528,15311,557628,1966.66,185.64000000000004,1281.6100000000004,296.2,81.36,121.85,2011-06-21 14:30:59.999998976
9529,15311,558447,856.32,0.0,770.1,86.22,0.0,0.0,2011-06-29 13:40:00.000000000
9530,15311,559141,683.9100000000001,16.369999999999997,566.41,30.529999999999998,41.349999999999994,29.25,2011-07-06 13:56:00.000000000
9531,15311,559459,454.28000000000003,27.140000000000004,367.19,6.6,8.850000000000001,44.5,2011-07-08 12:53:00.000000000
9532,15311,559905,152.81,0.83,18.36,129.87,3.75,0.0,2011-07-13 13:27:00.000000000
9533,15311,560203,472.8100000000001,15.94,179.0,115.51,81.36,81.0,2011-07-15 13:13:00.000000768
9534,15311,560552,750.9300000000001,15.139999999999999,231.74,370.85,118.3,14.899999999999999,2011-07-19 12:53:59.999998720
9535,15311,560853,460.69999999999993,6.4399999999999995,39.849999999999994,249.81,11.75,152.85,2011-07-21 12:33:00.000001024
9536,15311,561295,1445.21,46.93,448.22,747.1,81.36,121.60000000000001,2011-07-26 12:28:00.000000000
9537,15311,561677,112.56,11.399999999999999,8.4,11.399999999999999,81.36,0.0,2011-07-28 18:23:00.000000000
9538,15311,562096,189.94,150.29000000000002,2.55,13.3,0.0,23.8,2011-08-02 13:16:00.000000000
9539,15311,562619,159.91999999999996,35.03,21.69,45.699999999999996,9.9,47.6,2011-08-08 12:34:00.000000256
9540,15311,562912,205.32,67.12,27.04,5.0,86.31,19.85,2011-08-10 13:15:00.000000000
9541,15311,563262,626.0600000000001,95.86,138.74,236.35000000000002,93.61,61.5,2011-08-15 12:44:00.000000000
9542,15311,563638,1964.8500000000004,148.29000000000002,321.0999999999999,587.65,629.4099999999999,278.4,2011-08-18 10:35:59.999997184
9543,15311,563850,138.68,0.42,70.76,0.0,0.0,67.5,2011-08-19 15:06:00.000000000
9544,15311,565309,300.2,0.0,126.0,166.7,7.5,0.0,2011-09-02 12:25:00.000000000
9545,15311,565776,724.01,68.78999999999999,575.5,79.72,0.0,0.0,2011-09-06 14:38:00.000000000
9546,15311,566558,679.69,6.8,588.74,24.85,18.85,40.45,2011-09-13 11:50:59.999998976
9547,15311,567099,257.3,29.680000000000003,33.660000000000004,102.78,38.53,52.650000000000006,2011-09-16 13:30:59.999998464
9548,15311,567626,597.4499999999999,4.25,366.85,72.30000000000001,0.0,154.04999999999998,2011-09-21 12:56:00.000000000
9549,15311,567980,157.14000000000004,12.73,32.01,25.85,19.0,67.55000000000001,2011-09-23 11:22:00.000000512
9550,15311,568505,626.52,30.72,583.3499999999999,12.45,0.0,0.0,2011-09-27 12:17:00.000000000
9572,15312,539580,289.74,49.14,118.50000000000001,49.8,72.3,0.0,2010-12-20 12:51:00.000000000
9573,15312,552311,318.16,30.9,99.3,79.19999999999999,108.76,0.0,2011-05-08 15:22:00.000000000
9574,15312,564737,186.9,20.4,50.7,0.0,115.80000000000001,0.0,2011-08-28 14:00:00.000000000
9575,15312,568171,130.05,20.46,14.940000000000001,79.8,14.850000000000001,0.0,2011-09-25 13:10:00.000000000
9576,15313,563934,52.0,0.0,52.0,0.0,0.0,0.0,2011-08-21 16:02:00.000000000
9577,15314,554498,327.97,101.52,55.50000000000001,112.19999999999999,46.85,11.9,2011-05-24 14:38:59.999999232
9578,15315,563361,233.54000000000005,93.08000000000001,17.700000000000003,122.76,0.0,0.0,2011-08-15 15:17:00.000000000
9580,15316,541276,165.0,0.0,165.0,0.0,0.0,0.0,2011-01-17 11:34:00.000000000
9582,15319,545303,204.5,78.3,42.900000000000006,25.5,0.0,57.8,2011-03-01 12:48:00.000000000
9584,15321,544484,1159.4700000000003,81.6,639.0199999999999,205.60000000000002,120.0,113.25,2011-02-21 11:09:59.999998976
9585,15321,569020,1238.5400000000004,94.08,218.16000000000003,211.2,413.5,301.6,2011-09-30 09:38:59.999998720
9586,15321,569021,350.30000000000007,0.0,40.5,76.3,166.00000000000003,67.5,2011-09-30 09:40:00.000000000
9587,15322,566771,679.6799999999998,111.19999999999999,109.32,225.46,131.2,102.5,2011-09-15 09:33:59.999998720
9588,15325,564719,162.2899999999999,92.82,8.0,41.27,8.7,11.5,2011-08-28 11:54:59.999998720
9589,15326,540604,311.71,141.42000000000004,45.9,51.94,72.45,0.0,2011-01-10 11:38:00.000000256
9591,15329,557560,309.1000000000001,30.599999999999998,17.700000000000003,92.85,100.35,67.6,2011-06-21 10:37:00.000000000
9592,15329,561650,444.9000000000001,31.08,149.82000000000002,163.5,80.6,19.9,2011-07-28 15:30:59.999999232
9596,15332,537081,1145.06,0.0,127.20000000000002,355.80000000000007,447.86,214.20000000000002,2010-12-05 12:00:00.000000000
9597,15332,537086,438.0,0.0,122.39999999999999,105.6,210.0,0.0,2010-12-05 12:01:00.000000000
9598,15332,537090,15.0,0.0,0.0,15.0,0.0,0.0,2010-12-05 12:02:00.000000000
9599,15332,537827,63.0,0.0,63.0,0.0,0.0,0.0,2010-12-08 14:43:00.000000000
9600,15333,553192,1028.56,10.2,222.7,45.0,750.66,0.0,2011-05-15 13:27:00.000000000
9601,15334,557296,114.5,25.7,10.4,52.249999999999986,16.2,9.95,2011-06-19 13:50:59.999998976
9602,15334,558459,109.63999999999999,27.72,39.56,26.160000000000004,16.2,0.0,2011-06-29 14:20:00.000000000
9603,15334,559107,124.58,55.379999999999995,16.85,42.35,3.75,6.25,2011-07-06 11:22:00.000001024
9605,15339,542100,257.90000000000003,33.050000000000004,46.599999999999994,77.35,83.9,17.0,2011-01-25 13:14:59.999998720
9607,15341,567374,2020.52,0.0,1176.92,0.0,843.6,0.0,2011-09-20 09:40:00.000000000
9608,15342,562043,406.0899999999999,59.64,166.20000000000002,155.34999999999997,24.9,0.0,2011-08-02 10:18:59.999999232
9609,15343,566583,364.5,0.0,17.700000000000003,131.60000000000002,54.6,160.6,2011-09-13 13:54:59.999999488
9610,15344,568333,308.69,16.919999999999998,65.22,80.9,74.4,71.25,2011-09-26 14:48:00.000000000
9614,15346,540779,252.42000000000004,25.32,80.10000000000001,63.9,65.25,17.85,2011-01-11 11:18:00.000000000
9615,15347,537846,201.59999999999997,0.0,60.60000000000001,141.0,0.0,0.0,2010-12-08 15:25:00.000000000
9616,15348,568672,158.03999999999996,12.84,25.200000000000003,30.0,90.0,0.0,2011-09-28 13:17:00.000000000
9617,15349,555573,366.1099999999999,50.00999999999999,38.2,152.54999999999998,23.9,101.45000000000002,2011-06-05 15:46:00.000002304
9618,15349,558900,107.69999999999999,43.45,10.15,39.64999999999999,8.5,5.95,2011-07-04 16:06:00.000000000
9619,15350,536534,115.65,0.0,75.60000000000001,25.200000000000003,14.850000000000001,0.0,2010-12-01 13:33:00.000000000
9620,15351,537057,274.66999999999996,10.85,27.6,146.07,59.349999999999994,30.8,2010-12-05 11:49:00.000001280
9621,15351,567675,601.5699999999999,1.7,116.41000000000001,143.41,255.80000000000004,84.25,2011-09-21 15:54:00.000001536
9627,15353,537538,311.65000000000003,10.2,75.60000000000001,191.10000000000002,0.0,34.75,2010-12-07 11:49:00.000000000
9628,15353,548313,465.3699999999999,64.87,90.00000000000001,135.85,83.35000000000001,91.30000000000001,2011-03-30 12:14:59.999998720
9631,15356,537395,150.21999999999997,10.95,72.35000000000002,36.72,30.2,0.0,2010-12-06 14:05:00.000001536
9632,15356,538744,215.31999999999994,20.679999999999996,101.00000000000001,56.14,37.5,0.0,2010-12-14 11:25:59.999997696
9633,15356,544153,254.19000000000003,17.0,92.66000000000001,80.92999999999998,24.9,38.7,2011-02-16 12:10:59.999998720
9634,15356,548670,212.12999999999994,18.980000000000008,49.260000000000005,78.63999999999999,56.3,8.95,2011-04-01 15:37:00.000001024
9635,15356,551966,369.95,45.83,176.19000000000003,116.17999999999999,31.75,0.0,2011-05-05 13:14:00.000002304
9636,15356,557233,405.76,60.940000000000005,115.94999999999999,140.09,88.78,0.0,2011-06-17 14:44:00.000001024
9637,15356,559307,370.15000000000003,70.97,132.05,107.13,60.0,0.0,2011-07-07 13:01:59.999998464
9638,15356,564643,301.92,38.20000000000001,142.17000000000002,79.25,42.300000000000004,0.0,2011-08-26 13:25:00.000001280
9639,15356,568895,336.81999999999994,35.32000000000001,165.13999999999996,82.66,37.5,16.2,2011-09-29 13:10:59.999998464
9641,15358,537888,524.35,159.40000000000003,137.1,196.04999999999998,0.0,31.799999999999997,2010-12-09 10:04:00.000000000
9642,15358,537890,100.19999999999999,0.0,61.199999999999996,0.0,39.0,0.0,2010-12-09 10:04:00.000000000
9643,15358,540187,584.2600000000001,161.06,121.20000000000002,121.65,119.85,60.50000000000001,2011-01-05 13:53:00.000001280
9644,15358,542268,490.87999999999994,141.68000000000004,30.599999999999998,172.05,85.85,60.699999999999996,2011-01-27 08:29:59.999998976
9645,15358,543981,367.76000000000005,68.66,123.90000000000002,89.39999999999999,70.5,15.3,2011-02-15 08:18:00.000000000
9646,15358,543982,281.79999999999995,26.5,63.900000000000006,33.0,79.0,79.4,2011-02-15 08:21:00.000000000
9647,15358,545661,829.8500000000001,252.79999999999998,182.1,334.2,30.0,30.75,2011-03-04 14:41:00.000001536
9648,15358,545662,208.20000000000005,15.0,95.4,38.4,59.400000000000006,0.0,2011-03-04 14:42:00.000000000
9649,15358,549847,306.5799999999999,126.08000000000004,15.299999999999999,66.9,54.6,43.7,2011-04-12 14:42:59.999999232
9650,15358,553211,439.75,105.0,106.80000000000001,115.2,75.0,37.75,2011-05-16 09:40:00.000000000
9651,15358,553212,104.15999999999998,9.959999999999999,0.0,94.19999999999999,0.0,0.0,2011-05-16 09:42:00.000000000
9652,15358,556682,201.84,86.34,0.0,54.599999999999994,45.0,15.9,2011-06-14 09:42:00.000000000
9653,15358,556683,212.04,26.400000000000002,59.64,31.499999999999996,94.50000000000001,0.0,2011-06-14 09:43:00.000000000
9654,15358,561223,152.66,61.26,0.0,31.5,0.0,59.900000000000006,2011-07-26 09:51:00.000000000
9655,15358,563016,654.5199999999999,142.02,97.2,274.34999999999997,79.5,61.45,2011-08-11 12:44:00.000000000
9656,15358,566314,405.8599999999999,156.36,23.4,206.20000000000002,0.0,19.9,2011-09-12 09:57:00.000000768
9657,15358,568228,524.6099999999999,182.55999999999997,54.0,220.8,55.35,11.9,2011-09-26 11:01:59.999998976
9658,15358,568229,164.58,0.0,97.08000000000001,0.0,67.5,0.0,2011-09-26 11:04:00.000000000
9664,15361,538527,215.4,10.2,75.60000000000001,129.6,0.0,0.0,2010-12-13 09:52:00.000000000
9665,15363,536698,326.0,20.4,151.25000000000003,75.89999999999999,44.7,33.75,2010-12-02 12:28:00.000000000
9666,15364,548332,331.80000000000007,0.0,70.80000000000001,23.4,0.0,237.60000000000002,2011-03-30 13:39:00.000000000
9667,15364,565465,581.3900000000001,102.6,221.52000000000004,117.96000000000001,139.31,0.0,2011-09-05 09:46:00.000000000
9668,15365,542530,208.61,10.2,33.0,55.56,75.0,34.85,2011-01-28 13:08:00.000000000
9669,15365,565451,752.6700000000001,38.519999999999996,93.36000000000001,147.84,389.2500000000001,83.69999999999999,2011-09-04 15:37:00.000001024
9670,15365,567204,765.1500000000001,38.519999999999996,105.84,147.84,389.2500000000001,83.69999999999999,2011-09-19 10:42:59.999998976
9671,15365,567205,218.72,26.36,102.36000000000001,90.0,0.0,0.0,2011-09-19 10:44:00.000000000
9675,15366,539285,105.54,15.54,0.0,0.0,90.0,0.0,2010-12-16 15:59:00.000000000
9676,15366,568202,496.9700000000001,206.22,66.0,121.25,90.0,13.5,2011-09-25 15:01:00.000001024
9677,15367,546116,764.5799999999996,96.88,180.3,152.6,179.90000000000003,154.89999999999998,2011-03-09 13:53:00.000001024
9678,15367,549424,651.6,43.8,273.0,174.3,47.400000000000006,113.10000000000001,2011-04-08 11:49:59.999999744
9682,15370,540782,184.19999999999996,30.599999999999998,68.7,84.9,0.0,0.0,2011-01-11 11:32:00.000000000
9683,15370,544070,570.0200000000001,13.54,133.9,223.77999999999997,95.6,103.2,2011-02-15 14:18:59.999999232
9684,15370,553925,373.72,20.24,35.400000000000006,201.97999999999996,52.5,63.6,2011-05-20 09:38:00.000000000
9685,15370,560920,385.52,20.4,191.76,130.60999999999999,42.75,0.0,2011-07-21 18:36:00.000000000
9686,15370,568907,525.79,27.08,125.16000000000001,210.0,117.05,46.5,2011-09-29 13:34:59.999999488
9689,15372,561208,1498.1200000000001,570.2399999999999,267.8,660.0799999999999,0.0,0.0,2011-07-25 16:38:59.999999488
9690,15373,536985,334.29999999999995,0.0,17.700000000000003,172.14999999999998,30.8,113.65,2010-12-03 14:40:00.000000000
9691,15373,538907,202.79999999999998,0.0,0.0,142.2,33.6,27.0,2010-12-15 10:40:00.000000000
9692,15373,542220,211.35,0.0,0.0,109.35,102.0,0.0,2011-01-26 12:38:00.000000000
9693,15373,544749,151.55,0.0,41.300000000000004,6.199999999999999,38.7,65.35000000000001,2011-02-23 10:57:00.000000000
9694,15373,548260,176.20999999999995,4.11,46.7,56.7,52.900000000000006,15.8,2011-03-30 11:18:00.000000000
9695,15373,553140,115.54000000000002,18.990000000000002,11.8,9.5,57.4,17.85,2011-05-13 12:53:00.000000256
9696,15373,557301,328.55,0.0,53.10000000000001,0.0,122.85,152.6,2011-06-19 14:08:00.000000000
9697,15373,563365,17.0,0.0,0.0,0.0,0.0,17.0,2011-08-16 08:50:00.000000000
9698,15373,563366,149.60000000000002,0.0,35.400000000000006,22.5,79.2,12.5,2011-08-16 08:52:00.000000000
9702,15374,562136,168.0,91.8,25.200000000000003,0.0,0.0,51.0,2011-08-03 09:59:00.000000000
9703,15376,551531,654.1700000000002,94.48,155.12999999999997,272.41,81.1,51.05,2011-05-01 13:45:00.000001024
9704,15376,563230,334.8500000000001,15.4,74.91000000000001,113.33999999999999,97.4,33.8,2011-08-14 15:38:59.999998720
9706,15379,539225,1491.4600000000003,133.06,529.4999999999999,462.50000000000006,200.3,166.1,2010-12-16 13:01:59.999997696
9707,15379,540349,660.1500000000002,123.68000000000002,223.5,220.51999999999998,57.6,34.85,2011-01-06 14:06:59.999998720
9708,15379,541676,530.4800000000001,58.08,178.20000000000002,210.75,0.0,83.44999999999999,2011-01-20 14:01:00.000001024
9709,15379,546115,371.84,37.4,114.05000000000001,135.64,14.850000000000001,69.9,2011-03-09 13:50:00.000000000
9710,15379,553188,209.18000000000004,0.0,135.62,73.56,0.0,0.0,2011-05-15 12:55:00.000000000
9711,15379,555703,309.38000000000005,36.88,132.2,102.3,23.150000000000002,14.850000000000001,2011-06-06 15:06:00.000000000
9712,15379,557877,130.79999999999998,0.0,20.8,16.5,31.450000000000003,62.050000000000004,2011-06-23 13:13:00.000000000
9713,15380,538101,230.10000000000002,0.0,0.0,0.0,230.10000000000002,0.0,2010-12-09 15:01:00.000000000
9714,15380,560888,352.4600000000001,18.72,17.34,31.6,45.0,239.8,2011-07-21 16:33:00.000000000
9715,15380,566750,422.00000000000006,0.0,0.0,0.0,15.0,407.00000000000006,2011-09-14 15:41:00.000000000
9718,15381,546757,282.3,0.0,83.7,198.6,0.0,0.0,2011-03-16 13:44:00.000000000
9719,15381,552565,314.55,0.0,0.0,314.55,0.0,0.0,2011-05-10 11:55:00.000000000
9720,15382,544278,1019.4200000000005,234.83999999999997,245.40000000000003,344.43,107.0,87.75,2011-02-17 12:01:00.000000512
9721,15382,553134,568.5999999999999,26.96,263.34000000000003,135.9,92.89999999999999,49.5,2011-05-13 12:50:00.000000768
9722,15382,556017,512.7,139.9,175.5,100.8,0.0,96.5,2011-06-08 11:56:00.000000000
9723,15382,556018,26.400000000000002,26.400000000000002,0.0,0.0,0.0,0.0,2011-06-08 11:57:00.000000000
9724,15382,566976,2541.0199999999995,433.96,797.66,631.3,314.0,364.1,2011-09-16 09:27:00.000002560
9726,15384,538968,303.57,59.82,20.4,139.2,84.15,0.0,2010-12-15 11:34:00.000000000
